OrderID,OrderDate,StoreID,ProductID,CustomerID,ProductCategory,Quantity,UnitPrice,TotalAmount,PaymentMethod
1747,2024-01-06,S003,P153,C1183,Clothing,8,105.24,841.92,Credit Card
1748,2024-06-08,S002,P125,C1710,Electronics,9,690.6,6215.4,Credit Card
1749,2024-02-01,S004,P176,C1160,Electronics,6,956.33,5737.98,Cash
1750,2024-06-25,S001,P124,C1281,Grocery,7,878.78,6151.46,UPI
1751,2024-07-07,S004,P132,C1574,Sports,4,120.83,483.32,Cash
1752,2024-02-22,S002,P135,C1182,Grocery,10,157.97,1579.7,Net Banking
1753,2024-10-27,S004,P142,C1589,Sports,10,419.47,4194.7,Net Banking
1754,2024-12-08,S004,P126,C1172,Electronics,4,1483.69,5934.76,Credit Card
1755,2024-11-10,S002,P118,C1168,Home Decor,1,488.39,488.39,Credit Card
1756,2024-03-11,S004,P154,C1680,Home Decor,6,457.32,2743.92,Credit Card
1757,2024-05-03,S004,P148,C1792,Home Decor,8,535.71,4285.68,Net Banking
1758,2024-06-11,S001,P177,C1862,Clothing,3,1418.51,4255.53,UPI
1759,2024-12-30,S002,P155,C1573,Home Decor,8,1044.17,8353.36,UPI
1760,2024-12-16,S001,P171,C1921,Home Decor,6,271.13,1626.78,UPI
1761,2024-08-26,S003,P193,C1434,Clothing,10,841.89,8418.9,Cash
1762,2024-07-14,S003,P122,C1955,Beauty,1,297.77,297.77,UPI
1763,2024-09-26,S002,P100,C1600,Grocery,6,145.69,874.14,UPI
1764,2024-05-09,S001,P177,C1279,Electronics,5,964.3,4821.5,Debit Card
1765,2024-01-23,S003,P135,C1640,Electronics,10,1235.87,12358.7,Debit Card
1766,2024-11-07,S004,P162,C1177,Home Decor,9,1212.11,10908.99,Credit Card
1767,2024-07-08,S001,P178,C1915,Beauty,3,1059.93,3179.79,Cash
1768,2024-03-08,S001,P153,C1854,Electronics,1,667.85,667.85,Credit Card
1769,2024-06-09,S001,P169,C1284,Clothing,10,1107.49,11074.9,UPI
1770,2024-12-10,S003,P190,C1173,Sports,6,776.93,4661.58,Debit Card
1771,2024-08-01,S001,P108,C1197,Sports,3,1094.79,3284.37,Credit Card
1772,2024-03-29,S004,P105,C1282,Sports,4,1034.63,4138.52,Debit Card
1773,2024-03-29,S001,P139,C1280,Sports,6,180.98,1085.88,Debit Card
1774,2024-10-17,S001,P172,C1952,Home Decor,2,178.81,357.62,Credit Card
1775,2024-04-03,S001,P123,C1325,Sports,1,1151.25,1151.25,Credit Card
1776,2024-04-21,S003,P158,C1083,Beauty,4,465.13,1860.52,Cash
1777,2024-03-08,S003,P106,C1388,Beauty,5,271.12,1355.6,Cash
1778,2024-10-16,S003,P152,C1231,Clothing,5,1325.94,6629.7,Cash
1779,2024-05-31,S003,P189,C1450,Grocery,2,737.38,1474.76,Net Banking
1780,2024-07-05,S003,P198,C1657,Sports,8,1245.1,9960.8,Cash
1781,2024-01-19,S004,P119,C1550,Sports,4,1490.66,5962.64,Debit Card
1782,2024-06-26,S003,P126,C1350,Beauty,9,829.66,7466.94,UPI
1783,2024-02-16,S002,P133,C1223,Home Decor,5,52.01,260.05,Credit Card
1784,2024-09-21,S002,P160,C1143,Home Decor,10,487.87,4878.7,Net Banking
1785,2024-07-12,S001,P141,C1718,Electronics,6,1304.65,7827.9,Credit Card
1786,2024-03-22,S004,P160,C1342,Grocery,2,284.73,569.46,UPI
1787,2024-06-05,S002,P159,C1559,Clothing,1,661.32,661.32,Net Banking
1788,2024-08-21,S004,P193,C1408,Home Decor,4,382.6,1530.4,UPI
1789,2024-11-03,S003,P161,C1694,Home Decor,5,64.99,324.95,Cash
1790,2024-09-16,S001,P153,C1436,Grocery,10,604.12,6041.2,Credit Card
1791,2024-03-24,S002,P138,C1907,Sports,9,301.7,2715.3,Net Banking
1792,2024-03-12,S002,P184,C1341,Electronics,2,467.36,934.72,Cash
1793,2024-06-26,S004,P150,C1169,Home Decor,1,989.62,989.62,Cash
1794,2024-03-29,S003,P139,C1082,Clothing,4,1287.35,5149.4,Debit Card
1795,2024-02-16,S002,P119,C1701,Sports,6,12.39,74.34,Cash
1796,2024-06-25,S001,P160,C1563,Beauty,7,1049.68,7347.76,Debit Card
1797,2024-12-08,S004,P159,C1723,Clothing,2,584.42,1168.84,UPI
1798,2024-03-09,S004,P198,C1334,Grocery,7,897.42,6281.94,Net Banking
1799,2024-02-06,S003,P162,C1685,Beauty,10,45.21,452.1,Net Banking
1800,2024-04-01,S002,P147,C1370,Grocery,9,1235.74,11121.66,Net Banking
1801,2024-11-02,S004,P109,C1661,Clothing,3,752.42,2257.26,Credit Card
1802,2024-04-18,S003,P155,C1095,Grocery,7,982.8,6879.6,Debit Card
1803,2024-03-18,S003,P139,C1396,Beauty,8,57.07,456.56,Debit Card
1804,2024-04-01,S002,P150,C1698,Sports,2,700.06,1400.12,Credit Card
1805,2024-06-26,S001,P183,C1883,Home Decor,1,245.52,245.52,Cash
1806,2024-10-21,S004,P187,C1465,Electronics,8,982.46,7859.68,Debit Card
1807,2024-08-04,S001,P138,C1435,Grocery,2,907.44,1814.88,Debit Card
1808,2024-09-14,S003,P199,C1484,Beauty,6,1267.03,7602.18,UPI
1809,2024-02-27,S002,P154,C1544,Home Decor,2,229.83,459.66,UPI
1810,2024-12-28,S003,P125,C1527,Sports,8,655.16,5241.28,Debit Card
1811,2024-05-24,S001,P115,C1888,Home Decor,8,553.82,4430.56,Net Banking
1812,2024-12-17,S003,P132,C1435,Grocery,5,1151.42,5757.1,Credit Card
1813,2024-10-04,S003,P122,C1300,Grocery,7,31.19,218.33,UPI
1814,2024-06-01,S001,P176,C1114,Grocery,1,799.25,799.25,Debit Card
1815,2024-05-07,S002,P110,C1547,Electronics,3,1091.55,3274.65,Debit Card
1816,2024-08-08,S003,P144,C1995,Home Decor,10,369.93,3699.3,Net Banking
1817,2024-10-18,S004,P105,C1078,Grocery,6,62.24,373.44,Net Banking
1818,2024-11-22,S001,P148,C1524,Beauty,2,509.97,1019.94,UPI
1819,2024-08-04,S004,P102,C1188,Beauty,5,1083.78,5418.9,Credit Card
1820,2024-08-09,S001,P124,C1584,Grocery,5,925.29,4626.45,Net Banking
1821,2024-05-04,S001,P147,C1587,Home Decor,4,1142.27,4569.08,Debit Card
1822,2024-05-20,S002,P135,C1513,Beauty,1,908.91,908.91,Cash
1823,2024-12-13,S003,P134,C1005,Home Decor,4,32.98,131.92,Debit Card
1824,2024-12-02,S002,P135,C1273,Home Decor,10,1186.44,11864.4,UPI
1825,2024-02-19,S002,P128,C1018,Beauty,6,335.48,2012.88,Net Banking
1826,2024-05-27,S004,P175,C1430,Beauty,10,496.48,4964.8,Debit Card
1827,2024-08-31,S001,P143,C1348,Grocery,6,1234.83,7408.98,Cash
1828,2024-08-24,S004,P126,C1545,Beauty,3,1011.11,3033.33,UPI
1829,2024-07-25,S001,P184,C1872,Sports,2,948.92,1897.84,Net Banking
1830,2024-06-25,S001,P126,C1765,Sports,6,459.53,2757.18,UPI
1831,2024-08-19,S004,P103,C1159,Sports,10,254.27,2542.7,UPI
1832,2024-10-16,S004,P153,C1783,Electronics,5,836.88,4184.4,Debit Card
1833,2024-04-30,S004,P168,C1134,Home Decor,10,1423.48,14234.8,Credit Card
1834,2024-02-19,S004,P127,C1216,Electronics,10,437.58,4375.8,Cash
1835,2024-07-24,S004,P145,C1769,Clothing,7,1351.19,9458.33,UPI
1836,2024-06-12,S003,P180,C1108,Beauty,6,755.95,4535.7,Net Banking
1837,2024-07-19,S002,P151,C1506,Home Decor,5,1240.08,6200.4,Debit Card
1838,2024-03-21,S002,P151,C1295,Electronics,9,1245.65,11210.85,Debit Card
1839,2024-12-01,S002,P187,C1929,Electronics,7,872.34,6106.38,Debit Card
1840,2024-08-02,S004,P124,C1651,Electronics,10,340.17,3401.7,Net Banking
1841,2024-11-13,S001,P176,C1584,Beauty,7,1418.51,9929.57,UPI
1842,2024-11-08,S002,P121,C1582,Beauty,8,1028.12,8224.96,UPI
1843,2024-01-12,S004,P170,C1523,Clothing,3,689.36,2068.08,Cash
1844,2024-03-30,S004,P191,C1943,Clothing,6,203.31,1219.86,Credit Card
1845,2024-01-16,S002,P173,C1472,Home Decor,4,1027.09,4108.36,Debit Card
1846,2024-05-03,S002,P159,C1512,Beauty,2,1206.51,2413.02,UPI
1847,2024-03-22,S002,P159,C1739,Electronics,1,1124.17,1124.17,Debit Card
1848,2024-09-23,S004,P149,C1072,Home Decor,5,1325.62,6628.1,Net Banking
1849,2024-03-02,S001,P156,C1492,Beauty,1,442.98,442.98,Debit Card
1850,2024-01-21,S003,P151,C1733,Sports,8,645.74,5165.92,Credit Card
1851,2024-02-23,S002,P133,C1776,Sports,2,1084.38,2168.76,UPI
1852,2024-07-30,S003,P118,C1934,Clothing,8,319.08,2552.64,Credit Card
1853,2024-06-17,S001,P158,C1920,Beauty,8,1129.99,9039.92,UPI
1854,2024-06-24,S003,P188,C1455,Grocery,8,1050.84,8406.72,Net Banking
1855,2024-05-20,S001,P197,C1143,Clothing,9,436.2,3925.8,Cash
1856,2024-07-08,S003,P191,C1298,Grocery,3,853.62,2560.86,UPI
1857,2024-08-31,S004,P186,C1301,Clothing,3,224.06,672.18,UPI
1858,2024-07-15,S003,P181,C1233,Electronics,4,876.93,3507.72,Cash
1859,2024-10-26,S001,P133,C1372,Beauty,9,1119.46,10075.14,Net Banking
1860,2024-07-26,S004,P179,C1921,Clothing,6,967.56,5805.36,Net Banking
1861,2024-09-13,S003,P166,C1383,Home Decor,8,974.32,7794.56,Net Banking
1862,2024-09-03,S002,P161,C1918,Home Decor,1,1004.77,1004.77,Credit Card
1863,2024-06-24,S002,P139,C1211,Clothing,3,421.08,1263.24,Credit Card
1864,2024-11-28,S002,P145,C1510,Home Decor,10,1369.49,13694.9,Credit Card
1865,2024-09-25,S002,P194,C1207,Grocery,1,600.74,600.74,Credit Card
1866,2024-06-17,S001,P134,C1566,Sports,9,1309.56,11786.04,Credit Card
1867,2024-08-16,S002,P131,C1262,Beauty,3,1036.1,3108.3,Cash
1868,2024-04-26,S004,P122,C1041,Sports,5,830.2,4151.0,Credit Card
1869,2024-04-07,S001,P116,C1535,Grocery,1,315.56,315.56,Cash
1870,2024-10-26,S004,P159,C1100,Sports,1,481.69,481.69,Credit Card
1871,2024-04-10,S004,P114,C1452,Electronics,8,300.11,2400.88,Net Banking
1872,2024-10-28,S002,P176,C1498,Grocery,10,19.36,193.6,Debit Card
1873,2024-02-27,S004,P199,C1658,Clothing,10,1209.62,12096.2,Net Banking
1874,2024-08-21,S001,P132,C1772,Home Decor,10,409.76,4097.6,Cash
1875,2024-06-17,S004,P165,C1290,Beauty,5,399.98,1999.9,Net Banking
1876,2024-05-07,S003,P135,C1694,Sports,9,466.66,4199.94,Debit Card
1877,2024-02-27,S002,P162,C1006,Grocery,9,708.41,6375.69,Cash
1878,2024-04-01,S001,P197,C1442,Beauty,5,146.38,731.9,Debit Card
1879,2024-06-24,S002,P124,C1797,Electronics,4,323.76,1295.04,Net Banking
1880,2024-06-05,S003,P198,C1543,Home Decor,2,1028.7,2057.4,Net Banking
1881,2024-04-17,S002,P141,C1160,Clothing,7,1179.79,8258.53,Cash
1882,2024-11-08,S002,P141,C1979,Sports,8,981.97,7855.76,Debit Card
1883,2024-05-17,S002,P133,C1483,Grocery,6,221.75,1330.5,UPI
1884,2024-06-30,S003,P157,C1315,Home Decor,10,593.35,5933.5,Debit Card
1885,2024-01-03,S004,P107,C1991,Home Decor,6,970.46,5822.76,Cash
1886,2024-08-21,S003,P102,C1838,Beauty,4,316.87,1267.48,UPI
1887,2024-05-30,S003,P103,C1329,Home Decor,7,491.9,3443.3,Net Banking
1888,2024-04-12,S002,P179,C1515,Home Decor,5,164.72,823.6,Cash
1889,2024-03-23,S003,P192,C1491,Beauty,10,707.46,7074.6,Credit Card
1890,2024-12-03,S004,P188,C1982,Beauty,8,378.52,3028.16,Net Banking
1891,2024-10-27,S004,P107,C1103,Electronics,6,417.69,2506.14,UPI
1892,2024-08-12,S003,P114,C1483,Clothing,2,490.2,980.4,Debit Card
1893,2024-03-18,S002,P175,C1306,Sports,4,844.95,3379.8,Debit Card
1894,2024-05-05,S003,P173,C1559,Beauty,5,837.23,4186.15,UPI
1895,2024-12-19,S001,P117,C1790,Electronics,6,1436.01,8616.06,UPI
1896,2024-08-16,S002,P123,C1328,Home Decor,4,693.9,2775.6,UPI
1897,2024-04-11,S003,P132,C1618,Beauty,1,214.7,214.7,Debit Card
1898,2024-08-06,S004,P162,C1817,Electronics,9,95.13,856.17,Net Banking
1899,2024-07-10,S001,P172,C1447,Electronics,9,1310.26,11792.34,UPI
1900,2024-10-02,S004,P136,C1588,Grocery,2,1102.98,2205.96,Net Banking
1901,2024-02-17,S001,P168,C1162,Sports,2,863.02,1726.04,Debit Card
1902,2024-11-08,S002,P196,C1074,Beauty,7,1227.54,8592.78,Debit Card
1903,2024-08-19,S002,P183,C1338,Electronics,3,973.52,2920.56,UPI
1904,2024-08-20,S004,P102,C1411,Sports,5,14.5,72.5,Debit Card
1905,2024-01-10,S001,P128,C1330,Home Decor,3,391.99,1175.97,Cash
1906,2024-10-26,S003,P168,C1468,Beauty,4,1156.04,4624.16,Net Banking
1907,2024-06-30,S002,P124,C1791,Clothing,4,466.18,1864.72,Credit Card
1908,2024-01-14,S001,P199,C1130,Sports,6,1432.22,8593.32,UPI
1909,2024-06-10,S002,P184,C1213,Clothing,5,249.12,1245.6,UPI
1910,2024-04-29,S002,P198,C1363,Electronics,3,1317.07,3951.21,Debit Card
1911,2024-03-04,S004,P103,C1454,Beauty,4,573.72,2294.88,Debit Card
1912,2024-08-12,S004,P125,C1210,Home Decor,10,1222.68,12226.8,Credit Card
1913,2024-03-30,S001,P120,C1774,Clothing,2,1411.34,2822.68,Net Banking
1914,2024-07-02,S003,P153,C1195,Clothing,2,1200.69,2401.38,UPI
1915,2024-09-01,S003,P165,C1114,Home Decor,1,15.85,15.85,Debit Card
1916,2024-07-23,S001,P145,C1369,Grocery,2,654.05,1308.1,UPI
1917,2024-04-27,S001,P183,C1659,Home Decor,8,28.7,229.6,UPI
1918,2024-11-27,S003,P105,C1144,Clothing,3,849.05,2547.15,Cash
1919,2024-09-22,S002,P117,C1711,Home Decor,1,96.47,96.47,Cash
1920,2024-12-04,S003,P147,C1632,Home Decor,3,631.76,1895.28,Cash
1921,2024-09-22,S002,P194,C1828,Beauty,3,550.78,1652.34,Credit Card
1922,2024-03-24,S001,P163,C1208,Grocery,7,939.84,6578.88,UPI
1923,2024-11-14,S003,P103,C1802,Electronics,6,47.6,285.6,Debit Card
1924,2024-01-18,S002,P152,C1047,Sports,7,1144.94,8014.58,Net Banking
1925,2024-03-27,S002,P112,C1015,Grocery,4,142.73,570.92,Credit Card
1926,2024-02-27,S004,P159,C1425,Sports,8,205.94,1647.52,Net Banking
1927,2024-11-22,S001,P139,C1487,Home Decor,5,196.66,983.3,Net Banking
1928,2024-07-06,S001,P161,C1504,Beauty,10,298.45,2984.5,Cash
1929,2024-09-20,S002,P118,C1230,Beauty,2,1116.06,2232.12,Debit Card
1930,2024-05-24,S001,P131,C1231,Grocery,3,1096.4,3289.2,UPI
1931,2024-06-17,S004,P185,C1604,Sports,9,867.86,7810.74,UPI
1932,2024-03-08,S003,P154,C1383,Beauty,3,871.16,2613.48,Credit Card
1933,2024-07-16,S001,P125,C1186,Electronics,3,953.77,2861.31,Cash
1934,2024-03-23,S004,P141,C1011,Sports,8,728.35,5826.8,UPI
1935,2024-04-06,S004,P157,C1219,Home Decor,10,397.89,3978.9,Debit Card
1936,2024-03-01,S003,P183,C1786,Sports,6,509.2,3055.2,Cash
1937,2024-05-10,S003,P162,C1790,Sports,8,996.56,7972.48,UPI
1938,2024-09-22,S003,P108,C1800,Grocery,7,965.23,6756.61,Net Banking
1939,2024-03-05,S001,P129,C1998,Home Decor,2,184.82,369.64,UPI
1940,2024-03-05,S003,P139,C1463,Home Decor,9,1476.55,13288.95,Credit Card
1941,2024-09-15,S002,P150,C1839,Sports,4,216.85,867.4,Cash
1942,2024-01-09,S002,P193,C1762,Grocery,9,903.4,8130.6,Cash
1943,2024-10-15,S001,P168,C1371,Sports,4,1042.07,4168.28,Net Banking
1944,2024-03-26,S003,P120,C1102,Beauty,3,954.19,2862.57,Net Banking
1945,2024-04-25,S002,P169,C1964,Sports,7,1288.15,9017.05,UPI
1946,2024-01-26,S004,P137,C1399,Sports,7,1341.15,9388.05,Debit Card
1947,2024-06-13,S002,P192,C1960,Grocery,1,116.93,116.93,Net Banking
1948,2024-12-08,S003,P126,C1945,Beauty,10,893.01,8930.1,Credit Card
1949,2024-01-31,S004,P117,C1147,Home Decor,3,1148.07,3444.21,Cash
1950,2024-07-19,S002,P182,C1429,Home Decor,10,294.09,2940.9,UPI
1951,2024-02-06,S002,P135,C1143,Home Decor,2,1090.34,2180.68,Net Banking
1952,2024-12-10,S002,P126,C1454,Clothing,5,1142.07,5710.35,Credit Card
1953,2024-11-22,S001,P166,C1318,Sports,2,1158.63,2317.26,Net Banking
1954,2024-08-29,S002,P184,C1448,Grocery,2,814.18,1628.36,Net Banking
1955,2024-08-20,S002,P109,C1901,Beauty,6,1313.48,7880.88,Credit Card
1956,2024-07-14,S003,P114,C1641,Home Decor,7,879.54,6156.78,Debit Card
1957,2024-05-29,S002,P166,C1105,Electronics,10,1439.8,14398.0,UPI
1958,2024-05-03,S004,P189,C1986,Home Decor,7,89.7,627.9,Credit Card
1959,2024-05-23,S003,P132,C1655,Sports,6,632.37,3794.22,UPI
1960,2024-07-01,S001,P101,C1103,Beauty,8,367.9,2943.2,Debit Card
1961,2024-04-23,S004,P185,C1272,Electronics,8,843.2,6745.6,Net Banking
1962,2024-07-11,S004,P105,C1616,Electronics,10,1258.12,12581.2,Credit Card
1963,2024-10-21,S001,P115,C1989,Clothing,6,872.28,5233.68,Net Banking
1964,2024-08-03,S004,P191,C1762,Electronics,6,972.4,5834.4,Debit Card
1965,2024-08-23,S001,P151,C1832,Beauty,7,1005.26,7036.82,Credit Card
1966,2024-04-20,S002,P103,C1645,Grocery,2,441.95,883.9,Debit Card
1967,2024-01-15,S004,P132,C1367,Beauty,6,531.81,3190.86,Cash
1968,2024-05-21,S004,P106,C1332,Home Decor,5,1154.07,5770.35,Cash
1969,2024-04-17,S003,P194,C1410,Grocery,3,1267.86,3803.58,Credit Card
1970,2024-06-19,S003,P178,C1551,Beauty,4,478.22,1912.88,UPI
1971,2024-02-21,S001,P181,C1415,Grocery,10,748.3,7483.0,Cash
1972,2024-07-14,S002,P133,C1876,Beauty,8,529.14,4233.12,Debit Card
1973,2024-07-04,S002,P121,C1330,Electronics,2,288.74,577.48,UPI
1974,2024-09-16,S003,P196,C1573,Sports,3,599.97,1799.91,Credit Card
1975,2024-04-11,S001,P111,C1728,Sports,7,1279.05,8953.35,Cash
1976,2024-06-23,S003,P150,C1136,Home Decor,2,1268.29,2536.58,UPI
1977,2024-11-10,S001,P141,C1230,Home Decor,1,372.63,372.63,Cash
1978,2024-12-07,S003,P103,C1506,Clothing,4,371.8,1487.2,Cash
1979,2024-08-13,S002,P118,C1012,Grocery,4,1447.06,5788.24,Net Banking
1980,2024-09-04,S004,P153,C1569,Sports,10,292.4,2924.0,Cash
1981,2024-09-22,S004,P180,C1589,Home Decor,5,1061.59,5307.95,UPI
1982,2024-05-14,S004,P147,C1373,Clothing,6,812.85,4877.1,Credit Card
1983,2024-12-20,S002,P141,C1880,Beauty,4,1194.36,4777.44,Net Banking
1984,2024-03-06,S001,P164,C1725,Home Decor,9,473.66,4262.94,Net Banking
1985,2024-04-26,S003,P191,C1718,Beauty,9,1232.51,11092.59,Cash
1986,2024-08-26,S003,P173,C1856,Electronics,8,930.11,7440.88,Debit Card
1987,2024-10-29,S004,P108,C1976,Clothing,1,842.14,842.14,Net Banking
1988,2024-11-28,S001,P144,C1488,Beauty,3,100.35,301.05,UPI
1989,2024-02-03,S003,P172,C1258,Beauty,1,1071.85,1071.85,Debit Card
1990,2024-08-08,S002,P150,C1220,Beauty,8,468.19,3745.52,UPI
1991,2024-06-18,S002,P172,C1817,Sports,7,220.63,1544.41,Net Banking
1992,2024-12-14,S003,P100,C1994,Sports,1,1069.61,1069.61,UPI
1993,2024-10-27,S001,P199,C1072,Sports,2,797.01,1594.02,Cash
1994,2024-04-09,S002,P176,C1792,Clothing,3,49.08,147.24,Debit Card
1995,2024-03-02,S003,P111,C1096,Home Decor,10,1052.89,10528.9,Debit Card
1996,2024-07-27,S004,P189,C1485,Clothing,6,278.57,1671.42,UPI
1997,2024-06-30,S002,P190,C1440,Grocery,8,140.65,1125.2,UPI
1998,2024-07-24,S002,P129,C1359,Beauty,2,512.88,1025.76,Credit Card
1999,2024-09-25,S003,P102,C1900,Sports,1,1473.11,1473.11,Credit Card
2000,2024-12-15,S003,P112,C1172,Electronics,9,23.8,214.2,UPI
2001,2024-07-15,S003,P103,C1819,Sports,10,565.38,5653.8,Credit Card
2002,2024-03-29,S002,P181,C1635,Home Decor,3,805.14,2415.42,UPI
2003,2024-02-19,S002,P176,C1383,Sports,3,1337.7,4013.1,Cash
2004,2024-09-16,S002,P156,C1031,Sports,1,1403.26,1403.26,Credit Card
2005,2024-06-08,S003,P113,C1357,Beauty,3,887.21,2661.63,Cash
2006,2024-02-21,S004,P124,C1617,Clothing,10,1380.4,13804.0,Debit Card
2007,2024-12-03,S004,P157,C1966,Electronics,9,102.87,925.83,Cash
2008,2024-07-06,S002,P130,C1983,Home Decor,4,1192.11,4768.44,Credit Card
2009,2024-07-02,S001,P161,C1830,Beauty,10,152.68,1526.8,Net Banking
2010,2024-02-16,S003,P167,C1576,Sports,9,784.9,7064.1,Net Banking
2011,2024-11-25,S002,P136,C1328,Clothing,8,1146.47,9171.76,UPI
2012,2024-11-16,S004,P151,C1445,Home Decor,2,738.25,1476.5,Debit Card
2013,2024-02-23,S003,P171,C1495,Sports,7,462.32,3236.24,UPI
2014,2024-12-16,S001,P167,C1851,Electronics,4,1420.44,5681.76,UPI
2015,2024-10-27,S002,P182,C1321,Beauty,1,803.77,803.77,Credit Card
2016,2024-06-04,S004,P124,C1360,Sports,1,1236.5,1236.5,Debit Card
2017,2024-09-17,S002,P165,C1379,Beauty,1,1366.44,1366.44,Credit Card
2018,2024-08-22,S002,P128,C1729,Grocery,2,1072.48,2144.96,Debit Card
2019,2024-04-15,S001,P105,C1944,Home Decor,4,1350.98,5403.92,Credit Card
2020,2024-05-28,S001,P130,C1675,Grocery,3,1480.69,4442.07,Cash
2021,2024-07-09,S004,P105,C1159,Clothing,10,373.03,3730.3,UPI
2022,2024-08-04,S003,P126,C1962,Beauty,5,616.76,3083.8,Credit Card
2023,2024-07-31,S004,P148,C1284,Clothing,8,383.87,3070.96,Credit Card
2024,2024-11-16,S004,P105,C1712,Home Decor,3,996.13,2988.39,Cash
2025,2024-02-06,S001,P114,C1162,Home Decor,2,279.12,558.24,UPI
2026,2024-03-26,S003,P187,C1732,Beauty,7,430.79,3015.53,UPI
2027,2024-05-25,S003,P113,C1779,Electronics,7,1235.2,8646.4,Cash
2028,2024-02-14,S004,P125,C1130,Sports,1,706.09,706.09,Credit Card
2029,2024-02-27,S002,P104,C1853,Home Decor,3,129.99,389.97,Credit Card
2030,2024-05-03,S004,P178,C1379,Home Decor,3,665.83,1997.49,Credit Card
2031,2024-12-05,S002,P198,C1215,Beauty,6,70.42,422.52,Credit Card
2032,2024-03-19,S003,P132,C1943,Clothing,6,695.74,4174.44,Credit Card
2033,2024-07-19,S004,P119,C1969,Grocery,9,100.16,901.44,Cash
2034,2024-11-17,S002,P142,C1673,Beauty,8,42.84,342.72,Debit Card
2035,2024-02-05,S002,P177,C1541,Grocery,9,245.84,2212.56,Net Banking
2036,2024-06-11,S001,P114,C1701,Electronics,7,779.48,5456.36,Credit Card
2037,2024-11-12,S002,P192,C1955,Grocery,6,62.45,374.7,Credit Card
2038,2024-12-16,S002,P100,C1390,Electronics,10,92.33,923.3,Debit Card
2039,2024-10-17,S001,P128,C1780,Beauty,1,847.64,847.64,Credit Card
2040,2024-01-11,S004,P173,C1660,Home Decor,5,1029.99,5149.95,Debit Card
2041,2024-08-18,S002,P187,C1502,Sports,5,520.99,2604.95,Debit Card
2042,2024-09-02,S002,P158,C1549,Grocery,4,220.89,883.56,Cash
2043,2024-07-17,S003,P120,C1376,Beauty,1,650.45,650.45,UPI
2044,2024-03-14,S001,P158,C1420,Beauty,9,1278.27,11504.43,Debit Card
2045,2024-03-05,S003,P126,C1964,Home Decor,7,1326.01,9282.07,Debit Card
2046,2024-08-19,S004,P149,C1474,Grocery,6,492.39,2954.34,Debit Card
2047,2024-03-09,S002,P131,C1222,Beauty,4,854.74,3418.96,Net Banking
2048,2024-07-05,S004,P170,C1883,Home Decor,6,967.78,5806.68,Cash
2049,2024-07-20,S002,P160,C1111,Sports,8,453.98,3631.84,Net Banking
2050,2024-07-30,S001,P125,C1222,Grocery,9,1335.44,12018.96,Debit Card
2051,2024-09-21,S004,P123,C1965,Home Decor,1,1042.48,1042.48,Debit Card
2052,2024-10-17,S002,P134,C1763,Beauty,10,1155.01,11550.1,Debit Card
2053,2024-10-21,S002,P119,C1421,Grocery,8,372.32,2978.56,Cash
2054,2024-09-06,S003,P178,C1955,Sports,9,1104.3,9938.7,Credit Card
2055,2024-12-12,S001,P108,C1087,Electronics,1,1380.66,1380.66,Credit Card
2056,2024-06-18,S001,P140,C1953,Grocery,4,1116.66,4466.64,Cash
2057,2024-06-06,S001,P146,C1638,Grocery,10,1357.25,13572.5,Debit Card
2058,2024-08-31,S003,P190,C1179,Grocery,5,156.74,783.7,Net Banking
2059,2024-03-22,S002,P120,C1425,Electronics,9,1365.8,12292.2,Debit Card
2060,2024-03-22,S004,P189,C1287,Beauty,4,1464.31,5857.24,Cash
2061,2024-08-15,S001,P196,C1040,Clothing,7,711.86,4983.02,Debit Card
2062,2024-03-28,S001,P175,C1704,Grocery,8,879.41,7035.28,Cash
2063,2024-08-17,S001,P162,C1969,Beauty,10,519.02,5190.2,UPI
2064,2024-02-13,S003,P108,C1181,Clothing,10,453.66,4536.6,Debit Card
2065,2024-03-17,S001,P185,C1201,Beauty,6,442.06,2652.36,Credit Card
2066,2024-06-30,S004,P102,C1636,Sports,7,1487.59,10413.13,UPI
2067,2024-05-09,S002,P165,C1286,Sports,1,736.97,736.97,Cash
2068,2024-01-27,S002,P189,C1313,Grocery,8,1494.25,11954.0,UPI
2069,2024-01-21,S003,P195,C1777,Beauty,8,990.82,7926.56,UPI
2070,2024-10-09,S001,P116,C1892,Sports,1,1103.29,1103.29,Credit Card
2071,2024-06-03,S004,P125,C1926,Home Decor,7,585.65,4099.55,UPI
2072,2024-12-22,S004,P142,C1375,Sports,7,613.76,4296.32,UPI
2073,2024-03-08,S003,P192,C1267,Sports,4,735.8,2943.2,UPI
2074,2024-02-12,S004,P185,C1086,Beauty,6,1292.91,7757.46,Credit Card
2075,2024-01-12,S002,P197,C1109,Clothing,2,269.78,539.56,Credit Card
2076,2024-03-19,S002,P199,C1089,Electronics,1,1086.05,1086.05,UPI
2077,2024-11-12,S001,P119,C1596,Beauty,8,948.35,7586.8,UPI
2078,2024-12-06,S001,P178,C1124,Electronics,3,303.28,909.84,Credit Card
2079,2024-04-05,S001,P191,C1974,Electronics,1,652.29,652.29,Cash
2080,2024-04-17,S001,P191,C1081,Home Decor,6,940.05,5640.3,Cash
2081,2024-08-31,S002,P190,C1507,Sports,3,706.47,2119.41,Net Banking
2082,2024-02-01,S004,P123,C1519,Electronics,2,267.9,535.8,Cash
2083,2024-05-14,S002,P169,C1589,Clothing,2,1055.79,2111.58,Credit Card
