OrderID,OrderDate,StoreID,ProductID,Quantity,Price,TotalAmount,PaymentMethod
2510,2025-05-19,S003,P179,8,998.26,7986.08,Debit Card
2511,2024-11-06,S001,P159,7,768.52,5379.64,UPI
2512,2024-09-29,S001,P136,3,906.12,2718.36,Debit Card
2513,2024-09-10,S001,P128,2,173.58,347.16,UPI
2514,2025-02-04,S003,P187,7,829.28,5804.96,Debit Card
2515,2025-01-31,S003,P170,1,842.17,842.17,UPI
2516,2025-03-04,S001,P155,10,536.73,5367.3,Cash
2517,2025-02-12,S003,P134,1,677.84,677.84,Cash
2518,2024-07-17,S003,P152,7,351.68,2461.76,Cash
2519,2025-01-14,S002,P138,4,911.45,3645.8,Debit Card
2520,2025-03-25,S002,P120,1,769.07,769.07,Cash
2521,2025-06-25,S001,P104,1,920.92,920.92,UPI
2522,2025-06-25,S002,P147,6,285.75,1714.5,Credit Card
2523,2025-04-27,S001,P137,7,412.64,2888.48,Credit Card
2524,2025-02-02,S003,P111,9,592.55,5332.95,UPI
2525,2024-09-04,S001,P159,1,646.0,646.0,UPI
2526,2024-12-04,S001,P188,6,79.77,478.62,Cash
2527,2025-07-02,S003,P173,9,224.52,2020.68,Debit Card
2528,2024-12-29,S003,P109,2,169.96,339.92,Credit Card
2529,2024-07-26,S001,P117,5,760.48,3802.4,Cash
2530,2025-01-24,S002,P190,8,252.1,2016.8,UPI
2531,2025-01-15,S003,P125,4,611.09,2444.36,Debit Card
2532,2025-04-14,S001,P164,3,627.46,1882.38,Debit Card
2533,2024-12-26,S003,P162,10,954.43,9544.3,Debit Card
2534,2025-03-23,S001,P131,6,61.46,368.76,Cash
2535,2024-12-06,S001,P199,9,499.19,4492.71,Credit Card
2536,2024-08-16,S003,P138,9,43.32,389.88,Cash
2537,2025-03-15,S001,P131,6,205.04,1230.24,UPI
2538,2025-04-12,S003,P145,7,377.5,2642.5,Cash
2539,2025-04-13,S002,P169,7,855.4,5987.8,Cash
2540,2024-11-21,S003,P157,5,56.79,283.95,Credit Card
2541,2025-05-28,S001,P192,2,603.9,1207.8,Credit Card
2542,2025-03-22,S001,P167,1,999.47,999.47,Cash
2543,2025-04-27,S002,P178,2,421.86,843.72,UPI
2544,2025-03-16,S001,P123,5,975.25,4876.25,UPI
2545,2024-11-10,S003,P182,10,961.19,9611.9,Debit Card
2546,2024-12-21,S002,P147,3,869.53,2608.59,Credit Card
2547,2025-01-31,S001,P180,3,506.39,1519.17,Debit Card
2548,2025-02-13,S003,P111,9,850.46,7654.14,Credit Card
2549,2025-04-19,S003,P149,8,10.9,87.2,UPI
2550,2025-02-16,S002,P181,10,770.88,7708.8,Cash
2551,2025-01-06,S002,P114,10,553.82,5538.2,Credit Card
2552,2024-12-14,S003,P130,5,995.03,4975.15,UPI
2553,2025-03-06,S001,P133,7,580.03,4060.21,Cash
2554,2025-01-30,S003,P113,6,973.91,5843.46,Cash
2555,2024-07-16,S001,P109,8,644.56,5156.48,Debit Card
2556,2024-09-15,S003,P197,9,111.23,1001.07,Credit Card
2557,2024-10-19,S002,P159,4,999.46,3997.84,Cash
2558,2025-02-13,S001,P151,10,784.3,7843.0,UPI
2559,2025-05-25,S002,P143,6,981.32,5887.92,UPI
2560,2024-08-20,S003,P145,3,975.71,2927.13,Debit Card
2561,2025-04-02,S001,P194,8,740.38,5923.04,Credit Card
2562,2024-09-02,S003,P192,1,318.35,318.35,UPI
2563,2024-12-13,S003,P169,9,550.3,4952.7,Credit Card
2564,2025-05-17,S001,P111,10,282.92,2829.2,Credit Card
2565,2024-09-09,S001,P177,8,665.37,5322.96,Cash
2566,2024-08-14,S003,P158,2,995.99,1991.98,UPI
2567,2025-04-12,S001,P160,8,218.51,1748.08,Debit Card
2568,2025-05-09,S002,P159,8,760.87,6086.96,Cash
2569,2024-07-16,S001,P124,7,934.78,6543.46,UPI
2570,2025-05-15,S001,P145,5,515.89,2579.45,Credit Card
2571,2025-04-18,S001,P116,6,841.97,5051.82,Credit Card
2572,2024-11-05,S001,P177,5,162.55,812.75,Credit Card
2573,2025-06-26,S003,P110,1,446.86,446.86,Debit Card
2574,2024-12-18,S002,P141,1,399.16,399.16,Debit Card
2575,2025-03-23,S002,P181,8,270.38,2163.04,UPI
2576,2025-05-20,S002,P150,5,842.64,4213.2,Debit Card
2577,2025-03-21,S001,P157,10,944.93,9449.3,Debit Card
2578,2024-07-24,S001,P151,9,929.18,8362.62,Credit Card
2579,2025-05-05,S003,P155,7,318.33,2228.31,Cash
2580,2024-08-22,S001,P163,10,757.38,7573.8,UPI
2581,2024-10-23,S003,P147,4,146.7,586.8,UPI
2582,2025-01-16,S003,P189,4,631.93,2527.72,Cash
2583,2025-01-15,S002,P171,4,228.55,914.2,Credit Card
2584,2025-06-27,S001,P158,10,862.11,8621.1,UPI
2585,2025-02-11,S001,P142,10,739.71,7397.1,Credit Card
2586,2025-01-20,S003,P130,6,787.34,4724.04,Credit Card
2587,2024-09-10,S001,P127,2,325.89,651.78,UPI
2588,2025-02-05,S002,P158,8,809.72,6477.76,UPI
2589,2024-10-03,S002,P137,5,898.23,4491.15,Debit Card
2590,2024-12-22,S003,P119,10,38.54,385.4,Credit Card
2591,2025-04-08,S003,P169,8,836.49,6691.92,Cash
2592,2025-06-29,S002,P165,8,905.09,7240.72,Debit Card
2593,2025-03-06,S002,P173,6,993.1,5958.6,UPI
2594,2025-06-12,S003,P192,10,974.47,9744.7,UPI
2595,2024-07-28,S002,P141,2,164.18,328.36,Debit Card
2596,2024-10-04,S002,P172,5,490.41,2452.05,Cash
2597,2024-10-03,S001,P158,5,598.75,2993.75,Cash
2598,2025-05-28,S003,P122,2,625.59,1251.18,Debit Card
2599,2024-07-12,S001,P166,2,529.17,1058.34,UPI
2600,2024-12-02,S002,P105,9,369.45,3325.05,Credit Card
2601,2024-12-08,S002,P153,3,187.95,563.85,Debit Card
2602,2024-10-08,S003,P165,8,944.62,7556.96,Debit Card
2603,2025-06-15,S002,P172,1,679.33,679.33,UPI
2604,2024-08-09,S002,P177,10,667.81,6678.1,Cash
2605,2024-08-25,S002,P100,9,578.57,5207.13,Credit Card
2606,2025-04-15,S003,P162,4,618.04,2472.16,Cash
2607,2024-10-17,S002,P119,7,29.56,206.92,Debit Card
2608,2024-09-22,S002,P107,7,86.67,606.69,Credit Card
2609,2025-02-06,S001,P175,1,485.66,485.66,Debit Card
2610,2025-02-26,S003,P169,3,922.13,2766.39,Credit Card
2611,2025-03-07,S003,P174,9,998.98,8990.82,Credit Card
2612,2025-01-27,S002,P190,4,951.4,3805.6,UPI
2613,2024-10-27,S002,P101,3,612.23,1836.69,UPI
2614,2024-08-10,S002,P120,5,78.44,392.2,Cash
2615,2025-06-28,S002,P162,4,455.43,1821.72,Debit Card
2616,2025-05-14,S002,P177,7,359.93,2519.51,Cash
2617,2024-12-03,S002,P110,3,662.03,1986.09,Debit Card
2618,2024-10-31,S001,P199,5,106.17,530.85,Cash
2619,2025-05-20,S001,P159,5,700.33,3501.65,Debit Card
2620,2024-07-16,S002,P181,9,700.85,6307.65,UPI
2621,2024-11-08,S002,P100,2,646.31,1292.62,Cash
2622,2025-07-01,S001,P143,4,372.6,1490.4,Debit Card
2623,2025-06-13,S003,P182,10,428.59,4285.9,Debit Card
2624,2025-05-17,S003,P101,4,404.26,1617.04,Cash
2625,2025-04-26,S003,P187,3,96.14,288.42,Debit Card
2626,2024-09-08,S002,P124,4,351.97,1407.88,Credit Card
2627,2024-10-29,S002,P189,8,441.57,3532.56,Debit Card
2628,2024-12-25,S003,P199,8,931.5,7452.0,UPI
2629,2025-01-04,S003,P122,7,128.08,896.56,Debit Card
2630,2024-08-18,S002,P100,2,366.83,733.66,Credit Card
2631,2024-07-09,S002,P132,4,29.7,118.8,UPI
2632,2025-06-12,S003,P123,2,152.25,304.5,Credit Card
2633,2025-06-30,S003,P157,7,681.06,4767.42,Credit Card
2634,2025-02-19,S003,P147,8,657.22,5257.76,UPI
2635,2024-11-08,S002,P137,7,898.36,6288.52,UPI
2636,2024-11-05,S001,P151,8,302.47,2419.76,Cash
2637,2025-05-11,S003,P112,1,547.83,547.83,Debit Card
2638,2025-05-15,S003,P197,2,13.04,26.08,UPI
2639,2024-12-05,S002,P138,3,503.7,1511.1,Credit Card
2640,2024-08-04,S001,P101,3,998.72,2996.16,Debit Card
2641,2024-10-04,S003,P114,8,537.68,4301.44,UPI
2642,2025-05-01,S003,P181,4,697.77,2791.08,UPI
2643,2024-08-04,S001,P160,2,818.58,1637.16,Cash
2644,2025-05-24,S003,P172,9,951.53,8563.77,Cash
2645,2025-02-05,S001,P186,8,887.07,7096.56,Debit Card
2646,2025-03-08,S003,P175,1,783.2,783.2,Credit Card
2647,2024-08-05,S002,P192,2,166.09,332.18,Cash
2648,2025-02-01,S001,P188,8,295.8,2366.4,Credit Card
2649,2025-03-15,S001,P140,7,835.92,5851.44,Debit Card
2650,2024-08-22,S001,P137,9,320.38,2883.42,Cash
2651,2024-10-09,S002,P102,7,183.01,1281.07,Cash
2652,2025-04-27,S003,P107,8,886.24,7089.92,Cash
2653,2024-09-12,S003,P132,1,30.26,30.26,Debit Card
2654,2024-07-14,S001,P118,7,861.83,6032.81,Debit Card
2655,2025-03-13,S001,P146,10,933.05,9330.5,UPI
2656,2025-01-18,S003,P185,1,823.56,823.56,Cash
2657,2024-09-11,S002,P196,10,931.36,9313.6,Debit Card
2658,2024-09-29,S003,P139,8,435.32,3482.56,Cash
2659,2025-03-20,S002,P185,9,159.04,1431.36,Credit Card
2660,2024-07-19,S002,P140,6,913.42,5480.52,UPI
2661,2025-04-19,S003,P177,3,268.12,804.36,UPI
2662,2024-07-08,S003,P193,6,19.96,119.76,UPI
2663,2024-07-26,S001,P101,10,543.64,5436.4,Credit Card
2664,2024-11-18,S001,P118,10,381.33,3813.3,Cash
2665,2024-07-11,S001,P142,5,761.01,3805.05,Debit Card
2666,2024-09-29,S002,P185,1,533.63,533.63,Cash
2667,2024-12-26,S001,P192,2,896.45,1792.9,Cash
2668,2024-08-11,S001,P161,3,78.82,236.46,Cash
2669,2024-08-17,S002,P194,6,978.26,5869.56,Credit Card
2670,2025-05-26,S003,P123,2,401.76,803.52,UPI
2671,2024-12-06,S001,P112,6,788.03,4728.18,UPI
2672,2025-03-24,S003,P115,2,532.15,1064.3,Debit Card
2673,2024-09-28,S002,P135,3,915.81,2747.43,Credit Card
2674,2025-06-20,S001,P191,4,841.97,3367.88,Credit Card
2675,2024-11-18,S002,P134,7,423.87,2967.09,UPI
2676,2025-05-21,S001,P158,2,296.92,593.84,Debit Card
2677,2024-09-10,S003,P183,6,770.41,4622.46,Debit Card
2678,2025-04-07,S003,P167,2,188.89,377.78,UPI
2679,2024-11-14,S001,P124,6,751.14,4506.84,Credit Card
2680,2024-09-09,S003,P194,5,399.94,1999.7,Debit Card
2681,2024-09-04,S002,P196,9,668.99,6020.91,UPI
2682,2025-05-05,S003,P115,1,724.77,724.77,Debit Card
2683,2025-06-24,S001,P190,2,960.51,1921.02,Debit Card
2684,2025-06-24,S002,P183,7,233.68,1635.76,UPI
2685,2024-07-12,S003,P144,8,604.67,4837.36,Cash
2686,2025-05-25,S001,P148,9,381.12,3430.08,UPI
2687,2025-03-15,S002,P168,4,691.95,2767.8,UPI
2688,2024-08-18,S002,P198,3,674.3,2022.9,Cash
2689,2024-10-07,S002,P137,4,741.68,2966.72,Debit Card
2690,2025-03-01,S002,P186,3,651.12,1953.36,UPI
2691,2024-08-03,S003,P186,10,360.53,3605.3,Cash
2692,2025-02-14,S003,P153,5,582.24,2911.2,Cash
2693,2024-12-06,S001,P153,9,349.88,3148.92,Cash
2694,2024-11-04,S001,P164,10,984.79,9847.9,Debit Card
2695,2024-09-16,S002,P120,2,338.9,677.8,Debit Card
2696,2024-11-13,S002,P139,7,597.52,4182.64,Cash
2697,2025-02-20,S001,P192,2,136.93,273.86,UPI
2698,2025-05-03,S002,P167,1,281.9,281.9,Debit Card
2699,2025-03-24,S001,P152,3,513.64,1540.92,Cash
2700,2024-10-06,S002,P154,8,199.35,1594.8,UPI
2701,2025-03-22,S003,P169,6,481.12,2886.72,Debit Card
2702,2025-03-13,S002,P178,8,625.12,5000.96,Credit Card
2703,2024-09-02,S001,P107,8,124.01,992.08,Credit Card
2704,2025-02-14,S001,P158,3,179.41,538.23,Cash
2705,2024-10-03,S003,P155,9,807.15,7264.35,Debit Card
2706,2025-07-04,S003,P102,7,931.0,6517.0,UPI
2707,2025-06-26,S001,P135,3,538.26,1614.78,Credit Card
2708,2025-01-21,S002,P194,10,817.38,8173.8,Debit Card
2709,2025-03-18,S003,P179,2,665.29,1330.58,Debit Card
2710,2025-03-02,S002,P193,9,430.6,3875.4,Credit Card
2711,2024-08-27,S002,P183,6,105.96,635.76,Debit Card
2712,2025-01-21,S002,P199,4,727.93,2911.72,Credit Card
2713,2024-12-07,S003,P105,10,173.71,1737.1,Cash
2714,2025-07-06,S001,P153,7,321.7,2251.9,Cash
2715,2024-07-09,S002,P185,1,537.62,537.62,Debit Card
2716,2024-07-22,S002,P168,1,183.01,183.01,UPI
2717,2024-12-25,S002,P162,1,134.89,134.89,UPI
2718,2025-06-28,S001,P167,3,509.83,1529.49,Credit Card
2719,2024-07-19,S001,P166,6,679.03,4074.18,Debit Card
2720,2024-12-16,S003,P124,4,478.14,1912.56,Cash
2721,2025-01-26,S002,P189,9,427.74,3849.66,Credit Card
2722,2024-10-22,S002,P197,6,864.0,5184.0,Credit Card
2723,2025-04-15,S003,P153,8,728.1,5824.8,Cash
2724,2024-10-28,S002,P178,4,911.84,3647.36,UPI
2725,2024-11-06,S002,P195,8,554.29,4434.32,Credit Card
2726,2025-05-07,S002,P140,2,389.83,779.66,Credit Card
2727,2025-02-27,S003,P123,1,475.19,475.19,Cash
2728,2025-03-28,S001,P134,10,228.5,2285.0,UPI
2729,2025-06-28,S002,P125,2,720.66,1441.32,Debit Card
2730,2024-11-01,S003,P139,3,266.29,798.87,Cash
2731,2025-07-05,S003,P147,1,211.45,211.45,Debit Card
2732,2024-12-20,S003,P198,4,979.67,3918.68,UPI
2733,2024-09-15,S001,P161,5,741.78,3708.9,Debit Card
2734,2024-09-21,S002,P149,4,130.26,521.04,Debit Card
2735,2024-10-14,S002,P148,2,168.58,337.16,UPI
2736,2024-09-04,S002,P178,6,224.94,1349.64,Cash
2737,2024-09-14,S003,P196,2,665.88,1331.76,UPI
2738,2024-09-04,S002,P175,4,727.27,2909.08,Debit Card
2739,2025-06-28,S002,P111,5,340.49,1702.45,Cash
2740,2024-11-21,S002,P179,10,352.59,3525.9,UPI
2741,2024-10-14,S001,P106,5,123.97,619.85,Credit Card
2742,2024-12-01,S002,P144,10,762.65,7626.5,Debit Card
2743,2024-07-24,S002,P110,1,408.04,408.04,Credit Card
2744,2024-07-15,S003,P124,5,580.87,2904.35,Cash
2745,2025-04-11,S001,P196,10,483.63,4836.3,UPI
2746,2025-01-09,S003,P113,9,577.78,5200.02,UPI
2747,2025-03-30,S002,P153,7,14.27,99.89,Cash
2748,2024-08-18,S003,P122,5,956.68,4783.4,Cash
2749,2025-06-16,S003,P110,3,137.89,413.67,Credit Card
2750,2025-07-07,S002,P105,10,462.42,4624.2,Debit Card
2751,2024-07-10,S003,P158,5,669.46,3347.3,Cash
2752,2025-05-21,S003,P185,6,163.41,980.46,Cash
2753,2024-11-08,S003,P178,10,883.0,8830.0,Cash
2754,2025-04-20,S002,P154,4,654.66,2618.64,Credit Card
2755,2025-03-29,S001,P157,6,360.71,2164.26,UPI
2756,2024-11-12,S001,P153,1,160.74,160.74,Debit Card
2757,2025-01-28,S001,P132,3,506.18,1518.54,Credit Card
2758,2025-06-26,S001,P144,5,631.47,3157.35,Credit Card
2759,2024-12-31,S003,P161,5,756.87,3784.35,Debit Card
2760,2024-12-02,S003,P191,1,993.38,993.38,Debit Card
2761,2024-11-22,S003,P185,3,539.75,1619.25,Credit Card
2762,2024-09-27,S002,P150,10,501.15,5011.5,Credit Card
2763,2025-03-13,S001,P140,1,733.69,733.69,Debit Card
2764,2024-09-08,S003,P199,3,570.61,1711.83,Credit Card
2765,2024-10-26,S003,P182,4,935.77,3743.08,Cash
2766,2024-09-09,S002,P116,7,723.93,5067.51,Debit Card
2767,2024-12-26,S002,P190,1,736.23,736.23,UPI
2768,2024-12-24,S003,P126,10,76.9,769.0,Cash
2769,2025-03-20,S002,P183,2,52.76,105.52,Credit Card
2770,2025-04-17,S003,P145,2,419.08,838.16,Credit Card
2771,2024-08-07,S001,P197,2,510.94,1021.88,Cash
2772,2024-11-11,S002,P163,7,664.48,4651.36,UPI
2773,2024-10-28,S001,P165,3,836.14,2508.42,Cash
2774,2025-04-18,S002,P150,1,87.55,87.55,Credit Card
2775,2024-10-12,S003,P177,8,953.04,7624.32,UPI
2776,2024-09-16,S002,P125,4,478.23,1912.92,UPI
2777,2024-12-11,S001,P161,6,357.01,2142.06,Debit Card
2778,2024-09-10,S002,P153,9,622.76,5604.84,Debit Card
2779,2025-02-10,S003,P143,7,763.82,5346.74,Cash
2780,2025-03-26,S001,P195,2,589.61,1179.22,Cash
2781,2025-02-27,S001,P108,8,812.34,6498.72,Debit Card
2782,2025-03-20,S001,P105,3,677.75,2033.25,UPI
2783,2025-02-12,S003,P135,9,100.02,900.18,UPI
2784,2024-11-25,S001,P176,2,564.61,1129.22,Credit Card
2785,2025-01-23,S002,P109,9,641.99,5777.91,Debit Card
2786,2024-09-16,S002,P108,7,97.25,680.75,UPI
2787,2024-12-18,S002,P151,4,667.42,2669.68,Credit Card
2788,2025-03-03,S002,P145,2,413.11,826.22,UPI
2789,2025-06-22,S001,P168,9,203.5,1831.5,Debit Card
2790,2024-10-04,S003,P126,7,750.36,5252.52,UPI
2791,2025-05-27,S003,P153,2,794.8,1589.6,Debit Card
2792,2024-11-16,S003,P192,7,558.47,3909.29,Credit Card
2793,2024-08-09,S001,P133,9,932.66,8393.94,UPI
2794,2025-02-06,S003,P152,5,647.79,3238.95,Credit Card
2795,2025-04-30,S001,P197,10,479.93,4799.3,UPI
2796,2025-02-15,S003,P156,1,703.56,703.56,Credit Card
2797,2024-09-02,S002,P159,9,646.06,5814.54,Debit Card
2798,2025-01-31,S003,P108,1,289.82,289.82,Cash
2799,2025-05-04,S003,P179,4,650.52,2602.08,Debit Card
2800,2024-12-31,S001,P118,3,93.75,281.25,Cash
2801,2024-07-19,S002,P150,6,165.09,990.54,Credit Card
2802,2024-10-19,S003,P120,8,761.98,6095.84,UPI
2803,2024-12-20,S003,P125,1,654.26,654.26,UPI
2804,2024-11-16,S002,P174,5,52.35,261.75,Cash
2805,2025-06-07,S001,P124,9,841.75,7575.75,Cash
2806,2024-12-25,S001,P142,6,196.63,1179.78,UPI
2807,2024-11-13,S001,P120,10,61.68,616.8,Debit Card
2808,2025-05-13,S002,P185,3,45.46,136.38,UPI
2809,2024-07-24,S003,P152,5,371.6,1858.0,Cash
2810,2024-07-21,S001,P137,1,325.68,325.68,Debit Card
2811,2024-12-26,S001,P119,8,813.48,6507.84,UPI
2812,2024-11-30,S002,P164,9,128.95,1160.55,UPI
2813,2025-05-04,S003,P134,8,323.05,2584.4,Credit Card
2814,2024-09-26,S003,P191,5,190.68,953.4,Credit Card
2815,2025-02-05,S003,P135,3,805.35,2416.05,Debit Card
2816,2025-02-24,S001,P118,2,428.43,856.86,UPI
2817,2024-08-27,S003,P101,6,534.93,3209.58,Debit Card
2818,2025-06-30,S002,P171,10,290.31,2903.1,Credit Card
2819,2025-06-30,S003,P177,2,346.21,692.42,Credit Card
2820,2024-12-08,S003,P122,8,896.67,7173.36,UPI
2821,2025-01-09,S003,P172,9,300.76,2706.84,UPI
2822,2025-04-17,S003,P114,10,317.85,3178.5,Cash
2823,2025-04-28,S001,P149,2,479.66,959.32,UPI
2824,2025-01-24,S001,P117,9,79.3,713.7,Debit Card
2825,2024-10-12,S001,P101,7,416.13,2912.91,Cash
2826,2025-05-18,S001,P151,6,825.5,4953.0,Debit Card
2827,2024-07-24,S002,P102,1,640.95,640.95,Cash
2828,2025-01-02,S002,P132,5,711.11,3555.55,UPI
2829,2025-03-22,S002,P157,4,517.14,2068.56,Debit Card
2830,2024-08-28,S001,P191,5,732.48,3662.4,Credit Card
2831,2025-05-17,S001,P182,5,150.83,754.15,Cash
2832,2024-07-31,S001,P102,2,560.85,1121.7,Credit Card
2833,2025-06-10,S001,P118,5,410.34,2051.7,Cash
2834,2024-10-28,S002,P171,9,795.12,7156.08,Debit Card
2835,2025-03-05,S003,P134,7,611.39,4279.73,Cash
2836,2024-09-13,S001,P130,5,790.57,3952.85,Cash
2837,2024-09-09,S003,P111,6,776.29,4657.74,Cash
2838,2025-05-22,S003,P199,5,84.1,420.5,Credit Card
2839,2025-03-12,S002,P154,7,822.48,5757.36,Credit Card
2840,2025-06-11,S001,P189,2,588.13,1176.26,Cash
2841,2025-01-02,S003,P102,3,881.82,2645.46,Credit Card
2842,2025-03-17,S002,P163,7,429.66,3007.62,Debit Card
2843,2024-09-11,S003,P101,10,666.75,6667.5,Debit Card
2844,2024-08-08,S002,P110,9,947.58,8528.22,UPI
2845,2024-11-22,S002,P198,10,787.37,7873.7,UPI
2846,2024-12-09,S002,P170,3,372.95,1118.85,Cash
2847,2025-06-03,S001,P113,2,557.65,1115.3,Debit Card
2848,2024-12-27,S003,P153,5,109.1,545.5,UPI
2849,2025-04-23,S003,P197,7,849.57,5946.99,Debit Card
2850,2024-12-14,S003,P158,8,423.92,3391.36,Credit Card
2851,2024-08-15,S003,P125,10,81.61,816.1,Debit Card
2852,2024-10-03,S003,P146,3,985.82,2957.46,UPI
2853,2025-04-22,S003,P179,2,814.73,1629.46,Debit Card
2854,2024-07-17,S003,P182,2,173.02,346.04,Cash
2855,2024-10-16,S003,P173,6,747.61,4485.66,Debit Card
2856,2025-03-30,S002,P186,6,456.07,2736.42,UPI
2857,2025-04-27,S001,P199,2,335.53,671.06,Credit Card
2858,2025-06-17,S003,P102,4,385.01,1540.04,Debit Card
2859,2025-03-01,S002,P195,9,400.26,3602.34,UPI
2860,2025-03-09,S002,P116,10,981.8,9818.0,Credit Card
2861,2024-08-18,S003,P193,3,770.7,2312.1,UPI
2862,2024-10-04,S002,P199,4,171.42,685.68,UPI
2863,2025-03-30,S001,P146,1,518.6,518.6,UPI
2864,2025-03-26,S002,P147,2,493.84,987.68,Credit Card
2865,2024-09-16,S002,P188,4,858.89,3435.56,UPI
2866,2024-12-23,S003,P128,6,681.57,4089.42,Cash
2867,2025-02-19,S002,P188,3,936.28,2808.84,Cash
2868,2025-06-11,S002,P186,9,833.44,7500.96,UPI
2869,2024-09-29,S001,P149,9,736.89,6632.01,Credit Card
2870,2024-10-23,S001,P132,7,877.99,6145.93,Credit Card
2871,2025-03-29,S002,P171,1,754.48,754.48,Debit Card
2872,2024-08-13,S001,P105,1,412.06,412.06,Cash
2873,2025-05-11,S003,P104,10,553.82,5538.2,Cash
2874,2024-08-18,S001,P109,6,662.68,3976.08,Cash
2875,2024-10-31,S002,P172,8,67.43,539.44,Debit Card
2876,2024-09-12,S002,P116,5,975.15,4875.75,Credit Card
2877,2025-02-24,S002,P148,10,924.25,9242.5,UPI
2878,2025-02-05,S002,P166,6,312.65,1875.9,Credit Card
2879,2025-05-18,S001,P105,9,636.67,5730.03,Credit Card
2880,2025-06-17,S002,P175,4,801.43,3205.72,Debit Card
2881,2025-04-03,S002,P196,8,316.15,2529.2,Debit Card
2882,2024-09-01,S003,P152,2,786.59,1573.18,Debit Card
2883,2025-06-30,S002,P111,2,209.2,418.4,Debit Card
2884,2024-09-02,S003,P114,2,617.34,1234.68,Cash
2885,2025-02-21,S003,P132,2,751.48,1502.96,Credit Card
2886,2024-08-24,S001,P116,2,380.26,760.52,Cash
2887,2025-03-02,S002,P101,9,610.47,5494.23,Cash
2888,2025-07-02,S001,P121,8,36.48,291.84,Credit Card
2889,2024-10-02,S001,P175,2,858.74,1717.48,UPI
2890,2025-01-04,S001,P119,3,524.96,1574.88,Cash
2891,2024-09-27,S001,P148,5,586.79,2933.95,Cash
2892,2024-09-23,S002,P136,7,534.44,3741.08,UPI
2893,2025-06-06,S002,P140,1,583.1,583.1,Cash
2894,2025-05-08,S002,P164,3,114.51,343.53,Debit Card
2895,2024-09-13,S001,P153,5,531.76,2658.8,Credit Card
2896,2025-03-03,S003,P134,8,729.24,5833.92,Debit Card
2897,2025-01-10,S001,P164,10,693.73,6937.3,UPI
2898,2024-07-19,S002,P169,2,823.27,1646.54,Credit Card
2899,2025-01-11,S003,P178,9,506.75,4560.75,Debit Card
2900,2025-04-30,S001,P190,5,854.94,4274.7,UPI
2901,2025-07-05,S002,P170,10,702.87,7028.7,Cash
2902,2024-11-08,S002,P107,3,175.82,527.46,Cash
2903,2025-03-17,S001,P175,1,812.32,812.32,Cash
2904,2025-05-28,S002,P124,3,385.24,1155.72,Debit Card
2905,2024-11-22,S002,P152,9,489.92,4409.28,Credit Card
2906,2024-08-23,S001,P197,7,856.94,5998.58,Debit Card
2907,2025-01-21,S001,P186,1,866.84,866.84,Debit Card
2908,2025-06-23,S002,P145,4,123.02,492.08,Cash
2909,2025-06-08,S002,P106,7,201.27,1408.89,Credit Card
2910,2025-03-26,S003,P172,4,126.28,505.12,Debit Card
2911,2025-02-26,S003,P140,10,922.36,9223.6,Debit Card
2912,2025-04-27,S002,P107,5,995.22,4976.1,UPI
2913,2024-09-05,S002,P191,8,504.23,4033.84,UPI
2914,2024-11-26,S003,P179,4,827.35,3309.4,Credit Card
2915,2025-02-02,S002,P144,5,382.11,1910.55,Debit Card
2916,2025-02-15,S003,P152,4,521.86,2087.44,Debit Card
2917,2025-03-04,S002,P135,3,281.61,844.83,Debit Card
2918,2024-11-19,S002,P122,5,510.91,2554.55,UPI
2919,2025-04-13,S003,P190,6,803.08,4818.48,Debit Card
2920,2024-12-01,S003,P142,1,770.93,770.93,UPI
2921,2024-11-24,S001,P100,3,644.12,1932.36,Cash
2922,2024-12-01,S003,P174,1,400.49,400.49,Credit Card
2923,2025-06-10,S001,P154,5,17.24,86.2,Credit Card
2924,2025-06-06,S003,P163,7,542.58,3798.06,Cash
2925,2025-01-02,S001,P135,5,195.45,977.25,Cash
2926,2024-12-10,S003,P149,7,411.75,2882.25,Cash
2927,2024-10-27,S001,P128,9,182.9,1646.1,Debit Card
2928,2025-06-22,S003,P133,3,180.36,541.08,Credit Card
2929,2025-06-12,S001,P144,1,150.55,150.55,UPI
2930,2025-03-26,S002,P171,2,343.32,686.64,UPI
2931,2024-08-25,S002,P127,4,175.7,702.8,Debit Card
2932,2025-06-10,S001,P192,4,246.01,984.04,UPI
2933,2025-04-20,S001,P144,3,12.46,37.38,Cash
2934,2025-03-27,S001,P100,2,692.23,1384.46,UPI
2935,2025-06-19,S002,P193,4,27.21,108.84,Debit Card
2936,2025-02-05,S003,P113,1,142.42,142.42,Credit Card
2937,2025-01-05,S001,P175,6,18.44,110.64,UPI
2938,2025-03-20,S002,P141,5,767.58,3837.9,Cash
2939,2025-05-21,S001,P136,2,107.52,215.04,Debit Card
2940,2024-10-18,S001,P174,8,167.51,1340.08,Debit Card
2941,2025-01-17,S002,P135,10,669.41,6694.1,Debit Card
2942,2024-09-26,S002,P146,3,576.63,1729.89,Credit Card
2943,2024-09-05,S002,P186,6,314.14,1884.84,Cash
2944,2025-04-01,S003,P105,6,831.87,4991.22,Debit Card
2945,2024-07-26,S003,P194,5,508.49,2542.45,Debit Card
2946,2024-08-12,S002,P127,10,355.12,3551.2,Credit Card
2947,2024-08-21,S002,P177,6,72.01,432.06,Debit Card
2948,2024-11-18,S001,P131,9,837.31,7535.79,Debit Card
2949,2024-09-01,S003,P183,1,749.5,749.5,Debit Card
